"","Information","Value","Sample_ID","Genus_sp_lifestage","Number_counted","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","L17","L18","L19","L20"
"56",,,"20200812-16-970","S_pallidus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"57",,,"20200812-16-970","S_pallidus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"58",,,"20200812-16-970","A_vernalis_eggs",,,,,,,,,,,,,,,,,,,,,
"59",,,"20200812-16-970","D_thomasi_eggs",,,,,,,,,,,,,,,,,,,,,
"60",,,"20200812-16-970","E_carolleeae_eggs",,,,,,,,,,,,,,,,,,,,,
"61",,,"20200812-16-970","L_ashlandi_eggs",,,,,,,,,,,,,,,,,,,,,
"62",,,"20200812-16-970","L_minutus_eggs",,,,,,,,,,,,,,,,,,,,,
"63",,,"20200812-16-970","L_sicilis_eggs",,,,,,,,,,,,,,,,,,,,,
"64",,,"20200812-16-970","L_siciloides_eggs","10","10",,,,,,,,,,,,,,,,,,,
"65",,,"20200812-16-970","M_edax_eggs",,,,,,,,,,,,,,,,,,,,,
"66",,,"20200812-16-970","S_oregonensis_eggs","26","16","10",,,,,,,,,,,,,,,,,,
"67",,,"20200812-16-970","Loose_Copepod_eggs","226",,,,,,,,,,,,,,,,,,,,
"68",,,"20200812-16-970","T_prasinus_mexicanus_eggs",,,,,,,,,,,,,,,,,,,,,
"69",,,"20200812-16-970","S_reighardi_eggs",,,,,,,,,,,,,,,,,,,,,
"70",,,"20200812-16-970","S_pallidus_eggs",,,,,,,,,,,,,,,,,,,,,
"71",,,"20200812-16-970","Asplanchna","4",,,,,,,,,,,,,,,,,,,,
"72",,,"20200812-16-970","Brachionus","47",,,,,,,,,,,,,,,,,,,,
"73",,,"20200812-16-970","Dreissena_veligers","146","5","11","6","6","9","8","10","9","6","7","6","6","6","8","12","7","9","8","6","8"
"74",,,"20200812-16-970","Kellicottia",,,,,,,,,,,,,,,,,,,,,
"75",,,"20200812-16-970","Keratella","92",,,,,,,,,,,,,,,,,,,,
"76",,,"20200812-16-970","Ploesoma_sp","1",,,,,,,,,,,,,,,,,,,,
"77",,,"20200812-16-970","Polyarthra","1181",,,,,,,,,,,,,,,,,,,,
"78",,,"20200812-16-970","Unidentified_Rotifers","336",,,,,,,,,,,,,,,,,,,,
"79",,,"20200812-16-970","Canthocamptus_eggs",,,,,,,,,,,,,,,,,,,,,
"80",,,"20200812-16-970","Canthocamptus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"81",,,"20200812-16-970","Canthocamptus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"82",,,"20200812-16-970","Canthocamptus_nauplii",,,,,,,,,,,,,,,,,,,,,
"83",,,"20200812-16-970","Harpacticoid_eggs",,,,,,,,,,,,,,,,,,,,,
"84",,,"20200812-16-970","A_harpae_eggs",,,,,,,,,,,,,,,,,,,,,
"85",,,"20200812-16-970","A_harpae_w_eggs",,,,,,,,,,,,,,,,,,,,,
"86",,,"20200812-16-970","A_harpae_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"87",,,"20200812-16-970","Alona_eggs",,,,,,,,,,,,,,,,,,,,,
"88",,,"20200812-16-970","Alona_w_eggs",,,,,,,,,,,,,,,,,,,,,
"89",,,"20200812-16-970","Alona_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"90",,,"20200812-16-970","Alonella_eggs",,,,,,,,,,,,,,,,,,,,,
"91",,,"20200812-16-970","Alonella_w_eggs",,,,,,,,,,,,,,,,,,,,,
"92",,,"20200812-16-970","Alonella_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"93",,,"20200812-16-970","B_deitersi_eggs",,,,,,,,,,,,,,,,,,,,,
"94",,,"20200812-16-970","B_deitersi_w_eggs",,,,,,,,,,,,,,,,,,,,,
"95",,,"20200812-16-970","B_deitersi_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"96",,,"20200812-16-970","B_longimanus_eggs",,,,,,,,,,,,,,,,,,,,,
"97",,,"20200812-16-970","B_longimanus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"98",,,"20200812-16-970","B_longimanus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"99",,,"20200812-16-970","C_pengoi_eggs",,,,,,,,,,,,,,,,,,,,,
"100",,,"20200812-16-970","C_pengoi_w_eggs",,,,,,,,,,,,,,,,,,,,,
"101",,,"20200812-16-970","C_pengoi_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"102",,,"20200812-16-970","Camptocercus_eggs",,,,,,,,,,,,,,,,,,,,,
"103",,,"20200812-16-970","Camptocercus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"104",,,"20200812-16-970","Camptocercus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"105",,,"20200812-16-970","Ceriodaphnia_eggs",,,,,,,,,,,,,,,,,,,,,
"106",,,"20200812-16-970","Ceriodaphnia_w_eggs",,,,,,,,,,,,,,,,,,,,,
"107",,,"20200812-16-970","Ceriodaphnia_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"108",,,"20200812-16-970","Chydorids_eggs",,,,,,,,,,,,,,,,,,,,,
"109",,,"20200812-16-970","Chydorids_w_eggs",,,,,,,,,,,,,,,,,,,,,
"110",,,"20200812-16-970","Chydorids_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"111",,,"20200812-16-970","D_ambigua_eggs",,,,,,,,,,,,,,,,,,,,,
"112",,,"20200812-16-970","D_ambigua_w_eggs",,,,,,,,,,,,,,,,,,,,,
"113",,,"20200812-16-970","D_ambigua_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"114",,,"20200812-16-970","D_laevis_eggs",,,,,,,,,,,,,,,,,,,,,
"115",,,"20200812-16-970","D_laevis_w_eggs",,,,,,,,,,,,,,,,,,,,,
"116",,,"20200812-16-970","D_laevis_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"117",,,"20200812-16-970","D_longiremis_eggs",,,,,,,,,,,,,,,,,,,,,
"118",,,"20200812-16-970","D_longiremis_w_eggs",,,,,,,,,,,,,,,,,,,,,
"119",,,"20200812-16-970","D_longiremis_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"120",,,"20200812-16-970","D_lumholtzi_eggs",,,,,,,,,,,,,,,,,,,,,
"121",,,"20200812-16-970","D_lumholtzi_w_eggs",,,,,,,,,,,,,,,,,,,,,
"122",,,"20200812-16-970","D_lumholtzi_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"123",,,"20200812-16-970","D_rosea_eggs",,,,,,,,,,,,,,,,,,,,,
"124",,,"20200812-16-970","D_rosea_w_eggs",,,,,,,,,,,,,,,,,,,,,
"125",,,"20200812-16-970","D_rosea_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"126",,,"20200812-16-970","D_schodleri_eggs",,,,,,,,,,,,,,,,,,,,,
"127",,,"20200812-16-970","D_schodleri_w_eggs",,,,,,,,,,,,,,,,,,,,,
"128",,,"20200812-16-970","D_schodleri_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"129",,,"20200812-16-970","E_lamellatus_eggs",,,,,,,,,,,,,,,,,,,,,
"130",,,"20200812-16-970","E_lamellatus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"131",,,"20200812-16-970","E_lamellatus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"132",,,"20200812-16-970","H_gibberum_eggs",,,,,,,,,,,,,,,,,,,,,
"133",,,"20200812-16-970","H_gibberum_w_eggs",,,,,,,,,,,,,,,,,,,,,
"134",,,"20200812-16-970","H_gibberum_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"135",,,"20200812-16-970","Ilyocryptus_eggs",,,,,,,,,,,,,,,,,,,,,
"136",,,"20200812-16-970","Ilyocryptus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"137",,,"20200812-16-970","Ilyocryptus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"138",,,"20200812-16-970","K_latissima_eggs",,,,,,,,,,,,,,,,,,,,,
"139",,,"20200812-16-970","K_latissima_w_eggs",,,,,,,,,,,,,,,,,,,,,
"140",,,"20200812-16-970","K_latissima_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"141",,,"20200812-16-970","Leydigia_eggs",,,,,,,,,,,,,,,,,,,,,
"142",,,"20200812-16-970","Leydigia_w_eggs",,,,,,,,,,,,,,,,,,,,,
"143",,,"20200812-16-970","Leydigia_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"144",,,"20200812-16-970","Macrothrix_eggs",,,,,,,,,,,,,,,,,,,,,
"145",,,"20200812-16-970","Macrothrix_w_eggs",,,,,,,,,,,,,,,,,,,,,
"146",,,"20200812-16-970","Macrothrix_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"147",,,"20200812-16-970","Moina_eggs",,,,,,,,,,,,,,,,,,,,,
"148",,,"20200812-16-970","Moina_w_eggs",,,,,,,,,,,,,,,,,,,,,
"149",,,"20200812-16-970","Moina_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"150",,,"20200812-16-970","Pleuroxus_eggs",,,,,,,,,,,,,,,,,,,,,
"151",,,"20200812-16-970","Pleuroxus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"152",,,"20200812-16-970","Pleuroxus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"153",,,"20200812-16-970","Rare_Cladoceran_eggs",,,,,,,,,,,,,,,,,,,,,
"154",,,"20200812-16-970","S_crystallina_eggs",,,,,,,,,,,,,,,,,,,,,
"155",,,"20200812-16-970","S_crystallina_w_eggs",,,,,,,,,,,,,,,,,,,,,
"156",,,"20200812-16-970","S_crystallina_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"157",,,"20200812-16-970","Scapholeberis_eggs",,,,,,,,,,,,,,,,,,,,,
"158",,,"20200812-16-970","Scapholeberis_w_eggs",,,,,,,,,,,,,,,,,,,,,
"159",,,"20200812-16-970","Scapholeberis_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"160",,,"20200812-16-970","Simocephalus_eggs",,,,,,,,,,,,,,,,,,,,,
"161",,,"20200812-16-970","Simocephalus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"162",,,"20200812-16-970","Simocephalus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"163",,,"20200812-16-970","Unidentified_Cladoceran",,,,,,,,,,,,,,,,,,,,,
"164",,,"20200812-16-970","Unidentified_Daphnia",,,,,,,,,,,,,,,,,,,,,
"165",,,"20200812-16-970","Argulus_eggs",,,,,,,,,,,,,,,,,,,,,
"166",,,"20200812-16-970","Argulus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"167",,,"20200812-16-970","Argulus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"168",,,"20200812-16-970","C_scutifer_eggs",,,,,,,,,,,,,,,,,,,,,
"169",,,"20200812-16-970","C_scutifer_w_eggs",,,,,,,,,,,,,,,,,,,,,
"170",,,"20200812-16-970","C_scutifer_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"171",,,"20200812-16-970","C_strenuus_eggs",,,,,,,,,,,,,,,,,,,,,
"172",,,"20200812-16-970","C_strenuus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"173",,,"20200812-16-970","C_strenuus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"174",,,"20200812-16-970","D_nanus_eggs",,,,,,,,,,,,,,,,,,,,,
"175",,,"20200812-16-970","D_nanus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"176",,,"20200812-16-970","D_nanus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"177",,,"20200812-16-970","E_agilis_eggs",,,,,,,,,,,,,,,,,,,,,
"178",,,"20200812-16-970","E_agilis_w_eggs",,,,,,,,,,,,,,,,,,,,,
"179",,,"20200812-16-970","E_agilis_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"180",,,"20200812-16-970","E_elegans_eggs",,,,,,,,,,,,,,,,,,,,,
"181",,,"20200812-16-970","E_elegans_w_eggs",,,,,,,,,,,,,,,,,,,,,
"182",,,"20200812-16-970","E_elegans_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"183",,,"20200812-16-970","E_phaleratus_eggs",,,,,,,,,,,,,,,,,,,,,
"184",,,"20200812-16-970","E_phaleratus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"185",,,"20200812-16-970","E_phaleratus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"186",,,"20200812-16-970","E_prionophorus_eggs",,,,,,,,,,,,,,,,,,,,,
"187",,,"20200812-16-970","E_prionophorus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"188",,,"20200812-16-970","E_prionophorus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"189",,,"20200812-16-970","E_speratus_eggs",,,,,,,,,,,,,,,,,,,,,
"190",,,"20200812-16-970","E_speratus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"191",,,"20200812-16-970","E_speratus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"192",,,"20200812-16-970","Ergasilus_eggs",,,,,,,,,,,,,,,,,,,,,
"193",,,"20200812-16-970","Ergasilus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"194",,,"20200812-16-970","Ergasilus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"195",,,"20200812-16-970","Eucyclops_eggs",,,,,,,,,,,,,,,,,,,,,
"196",,,"20200812-16-970","Eucyclops_w_eggs",,,,,,,,,,,,,,,,,,,,,
"197",,,"20200812-16-970","Eucyclops_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"198",,,"20200812-16-970","L_macrurus_adult",,,,,,,,,,,,,,,,,,,,,
"199",,,"20200812-16-970","L_macrurus_immature",,,,,,,,,,,,,,,,,,,,,
"200",,,"20200812-16-970","M_albidus_eggs",,,,,,,,,,,,,,,,,,,,,
"201",,,"20200812-16-970","M_albidus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"202",,,"20200812-16-970","M_albidus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"203",,,"20200812-16-970","M_rubellus_eggs",,,,,,,,,,,,,,,,,,,,,
"204",,,"20200812-16-970","M_rubellus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"205",,,"20200812-16-970","M_rubellus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"206",,,"20200812-16-970","O_birgei_eggs",,,,,,,,,,,,,,,,,,,,,
"207",,,"20200812-16-970","O_birgei_w_eggs",,,,,,,,,,,,,,,,,,,,,
"208",,,"20200812-16-970","O_birgei_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"209",,,"20200812-16-970","Calanoida_unclass",,,,,,,,,,,,,,,,,,,,,
"210",,,"20200812-16-970","Cyclopoida_unclass",,,,,,,,,,,,,,,,,,,,,
"211",,,"20200812-16-970","P_chiltoni_eggs",,,,,,,,,,,,,,,,,,,,,
"212",,,"20200812-16-970","P_chiltoni_w_eggs",,,,,,,,,,,,,,,,,,,,,
"213",,,"20200812-16-970","P_chiltoni_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"214",,,"20200812-16-970","P_poppei_eggs",,,,,,,,,,,,,,,,,,,,,
"215",,,"20200812-16-970","P_poppei_w_eggs",,,,,,,,,,,,,,,,,,,,,
"216",,,"20200812-16-970","P_poppei_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"217",,,"20200812-16-970","Rare_Copepod_eggs",,,,,,,,,,,,,,,,,,,,,
"218",,,"20200812-16-970","S_calanoides",,,,,,,,,,,,,,,,,,,,,
"219",,,"20200812-16-970","S_pygmaeus_eggs",,,,,,,,,,,,,,,,,,,,,
"220",,,"20200812-16-970","S_pygmaeus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"221",,,"20200812-16-970","S_pygmaeus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"222",,,"20200812-16-970","Calanoida_immature",,,,,,,,,,,,,,,,,,,,,
"223",,,"20200812-16-970","T_crassus_eggs",,,,,,,,,,,,,,,,,,,,,
"224",,,"20200812-16-970","T_crassus_w_eggs",,,,,,,,,,,,,,,,,,,,,
"225",,,"20200812-16-970","T_crassus_wo_eggs",,,,,,,,,,,,,,,,,,,,,
"226",,,"20200812-16-970","Collotheca",,,,,,,,,,,,,,,,,,,,,
"227",,,"20200812-16-970","Conochilus",,,,,,,,,,,,,,,,,,,,,
"228",,,"20200812-16-970","Filinia",,,,,,,,,,,,,,,,,,,,,
"229",,,"20200812-16-970","Testudinella",,,,,,,,,,,,,,,,,,,,,
"230",,,"20200812-16-970","Notholca",,,,,,,,,,,,,,,,,,,,,
"231",,,"20200812-16-970","K_quadrata",,,,,,,,,,,,,,,,,,,,,
"232",,,"20200812-16-970","Platyias",,,,,,,,,,,,,,,,,,,,,
"233",,,"20200812-16-970","Euchlanis",,,,,,,,,,,,,,,,,,,,,
"234",,,"20200812-16-970","Ascomorpha",,,,,,,,,,,,,,,,,,,,,
"235",,,"20200812-16-970","Lecane",,,,,,,,,,,,,,,,,,,,,
"236",,,"20200812-16-970","Monostyla",,,,,,,,,,,,,,,,,,,,,
"237",,,"20200812-16-970","L_patella",,,,,,,,,,,,,,,,,,,,,
"238",,,"20200812-16-970","P_hudsoni",,,,,,,,,,,,,,,,,,,,,
"239",,,"20200812-16-970","Synchaeta",,,,,,,,,,,,,,,,,,,,,
"240",,,"20200812-16-970","Trichocerca",,,,,,,,,,,,,,,,,,,,,
