Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
,,20200812-1320_10m,Alona_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Alona_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Alonella_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Alonella_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Alonella_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,B_deitersi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,B_deitersi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,B_deitersi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,B_longimanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,B_longimanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,B_longimanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,C_pengoi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,C_pengoi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,C_pengoi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Camptocercus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Camptocercus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Camptocercus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Ceriodaphnia_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Ceriodaphnia_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Ceriodaphnia_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Chydorids_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Chydorids_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Chydorids_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_ambigua_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_ambigua_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_ambigua_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_laevis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_laevis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_laevis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_longiremis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_longiremis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_longiremis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_lumholtzi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_lumholtzi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_lumholtzi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_rosea_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_rosea_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_rosea_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_schodleri_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_schodleri_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_schodleri_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_lamellatus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_lamellatus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_lamellatus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,H_gibberum_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,H_gibberum_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,H_gibberum_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Ilyocryptus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Ilyocryptus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Ilyocryptus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,K_latissima_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,K_latissima_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,K_latissima_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Leydigia_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Leydigia_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Leydigia_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Macrothrix_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Macrothrix_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Macrothrix_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Moina_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Moina_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Moina_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Pleuroxus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Pleuroxus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Pleuroxus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Rare_Cladoceran_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,S_crystallina_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,S_crystallina_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,S_crystallina_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Scapholeberis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Scapholeberis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Scapholeberis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Simocephalus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Simocephalus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Simocephalus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Unidentified_Cladoceran,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Unidentified_Daphnia,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Argulus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Argulus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Argulus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,C_scutifer_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,C_scutifer_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,C_scutifer_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,C_strenuus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,C_strenuus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,C_strenuus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_nanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_nanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,D_nanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_agilis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_agilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_agilis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_elegans_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_elegans_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_elegans_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_phaleratus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_phaleratus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_phaleratus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_prionophorus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_prionophorus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_prionophorus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_speratus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_speratus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,E_speratus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Ergasilus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Ergasilus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Ergasilus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Eucyclops_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Eucyclops_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Eucyclops_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,L_macrurus_adult,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,L_macrurus_immature,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,M_albidus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,M_albidus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,M_albidus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,M_rubellus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,M_rubellus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,M_rubellus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,O_birgei_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,O_birgei_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,O_birgei_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Calanoida_unclass,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Cyclopoida_unclass,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,P_chiltoni_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,P_chiltoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,P_chiltoni_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,P_poppei_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,P_poppei_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,P_poppei_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Rare_Copepod_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,S_calanoides,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,S_pygmaeus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,S_pygmaeus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,S_pygmaeus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Calanoida_immature,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,T_crassus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,T_crassus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,T_crassus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Collotheca,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Conochilus,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Filinia,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Testudinella,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Notholca,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,K_quadrata,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Platyias,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Euchlanis,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Ascomorpha,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Lecane,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Monostyla,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,L_patella,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,P_hudsoni,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Synchaeta,,,,,,,,,,,,,,,,,,,,,
,,20200812-1320_10m,Trichocerca,,,,,,,,,,,,,,,,,,,,,
