Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
,,20200617-1320_10m,L_siciloides_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,M_edax_w_eggs,2,58,58,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,M_edax_wo_eggs,1,39,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,S_oregonensis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,S_oregonensis_wo_eggs,9,51,52,60,62,55,53,52,52,53,,,,,,,,,,,
,,20200617-1320_10m,Diaptomidae_immature,18,36,33,37,45,47,36,28,44,42,44,38,51,43,24,43,48,49,48,,
,,20200617-1320_10m,Temoridae_immature,3,38,20,20,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Cyclopidae_immature,708,22,30,34,31,34,25,27,24,17,26,34,30,30,23,26,28,30,30,26,32
,,20200617-1320_10m,Calanoid_nauplii,147,8,6.5,10,8,10,9,7,7,5,11,10,8,7,9,9,6,6,7,6,8
,,20200617-1320_10m,Cyclopoid_nauplii,176,11,5,11,8,10,7,10,6.5,8,10,9,6,6,6,8,5,5,9,7,7
,,20200617-1320_10m,T_prasinus_mexicanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,T_prasinus_mexicanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,S_reighardi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,S_reighardi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,S_pallidus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,S_pallidus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,A_vernalis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_thomasi_eggs,67,10,20,18,9,10,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_carolleeae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,L_ashlandi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,L_minutus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,L_sicilis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,L_siciloides_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,M_edax_eggs,36,16,20,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,S_oregonensis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Loose_Copepod_eggs,275,1,1,1,1,1,1,15,3,1,11,1,1,1,1,1,1,1,1,1,1
,,20200617-1320_10m,T_prasinus_mexicanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,S_reighardi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,S_pallidus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Asplanchna,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Brachionus,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Dreissena_veligers,2,5,5,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Kellicottia,90,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Keratella,232,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Ploesoma_sp,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Polyarthra,29,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Unidentified_Rotifers,23,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Canthocamptus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Canthocamptus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Canthocamptus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Canthocamptus_nauplii,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Harpacticoid_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,A_harpae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,A_harpae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,A_harpae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Alona_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Alona_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Alona_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Alonella_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Alonella_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Alonella_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,B_deitersi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,B_deitersi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,B_deitersi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,B_longimanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,B_longimanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,B_longimanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,C_pengoi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,C_pengoi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,C_pengoi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Camptocercus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Camptocercus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Camptocercus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Ceriodaphnia_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Ceriodaphnia_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Ceriodaphnia_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Chydorids_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Chydorids_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Chydorids_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_ambigua_eggs,2,2,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_ambigua_w_eggs,1,44,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_ambigua_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_laevis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_laevis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_laevis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_longiremis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_longiremis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_longiremis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_lumholtzi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_lumholtzi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_lumholtzi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_rosea_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_rosea_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_rosea_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_schodleri_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_schodleri_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_schodleri_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_lamellatus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_lamellatus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_lamellatus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,H_gibberum_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,H_gibberum_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,H_gibberum_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Ilyocryptus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Ilyocryptus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Ilyocryptus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,K_latissima_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,K_latissima_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,K_latissima_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Leydigia_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Leydigia_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Leydigia_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Macrothrix_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Macrothrix_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Macrothrix_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Moina_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Moina_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Moina_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Pleuroxus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Pleuroxus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Pleuroxus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Rare_Cladoceran_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,S_crystallina_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,S_crystallina_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,S_crystallina_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Scapholeberis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Scapholeberis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Scapholeberis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Simocephalus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Simocephalus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Simocephalus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Unidentified_Cladoceran,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Unidentified_Daphnia,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Argulus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Argulus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Argulus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,C_scutifer_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,C_scutifer_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,C_scutifer_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,C_strenuus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,C_strenuus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,C_strenuus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_nanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_nanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,D_nanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_agilis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_agilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_agilis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_elegans_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_elegans_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_elegans_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_phaleratus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_phaleratus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_phaleratus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_prionophorus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_prionophorus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_prionophorus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_speratus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_speratus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,E_speratus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Ergasilus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Ergasilus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Ergasilus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Eucyclops_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Eucyclops_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Eucyclops_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,L_macrurus_adult,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,L_macrurus_immature,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,M_albidus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,M_albidus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,M_albidus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,M_rubellus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,M_rubellus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,M_rubellus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,O_birgei_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,O_birgei_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,O_birgei_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Calanoida_unclass,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Cyclopoida_unclass,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,P_chiltoni_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,P_chiltoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,P_chiltoni_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,P_poppei_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,P_poppei_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,P_poppei_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Rare_Copepod_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,S_calanoides,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,S_pygmaeus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,S_pygmaeus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,S_pygmaeus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Calanoida_immature,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,T_crassus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,T_crassus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,T_crassus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Collotheca,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Conochilus,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Filinia,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Testudinella,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Notholca,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,K_quadrata,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Platyias,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Euchlanis,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Ascomorpha,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Lecane,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Monostyla,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,L_patella,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,P_hudsoni,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Synchaeta,,,,,,,,,,,,,,,,,,,,,
,,20200617-1320_10m,Trichocerca,,,,,,,,,,,,,,,,,,,,,
